RxCUI,TTY,Name,Branded Name,Dose Form,USP Category,USP Class,USP Pharmacotherapeutic Group
199549,SCD,INDOMETHACIN 100 MG RECTAL SUPPOSITORY,,RECTAL SUPPOSITORY,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
1491527,SBD,INDOMETHACIN 20 MG ORAL CAPSULE [TIVORBEX],TIVORBEX,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
197817,SCD,INDOMETHACIN 25 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
1491531,SBD,INDOMETHACIN 40 MG ORAL CAPSULE [TIVORBEX],TIVORBEX,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
206971,SBD,INDOMETHACIN 5 MG/ML ORAL SUSPENSION [INDOCIN],INDOCIN,ORAL SUSPENSION,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
197818,SCD,INDOMETHACIN 50 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
197819,SCD,INDOMETHACIN 50 MG RECTAL SUPPOSITORY,,RECTAL SUPPOSITORY,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
206969,SBD,INDOMETHACIN 50 MG RECTAL SUPPOSITORY [INDOCIN],INDOCIN,RECTAL SUPPOSITORY,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
310992,SCD,INDOMETHACIN 75 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
891867,SBD,INDOMETHACIN 75 MG EXTENDED RELEASE ORAL CAPSULE [INDOCIN],INDOCIN,EXTENDED RELEASE ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
1488714,SCD,KETOPROFEN 0.05 MG/MG TOPICAL POWDER,,TOPICAL POWDER,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
199321,SCD,KETOPROFEN 100 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
199553,SCD,KETOPROFEN 100 MG RECTAL SUPPOSITORY,,RECTAL SUPPOSITORY,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
431823,SCD,KETOPROFEN 150 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
429192,SCD,KETOPROFEN 25 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
197855,SCD,KETOPROFEN 50 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
247630,SCD,KETOPROFEN 50 MG RECTAL SUPPOSITORY,,RECTAL SUPPOSITORY,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
197856,SCD,KETOPROFEN 75 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
834022,SCD,KETOROLAC TROMETHAMINE 10 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
860096,SCD,KETOROLAC TROMETHAMINE 30 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
618552,SCD,MECLOFENAMATE 100 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
618557,SCD,MECLOFENAMATE 50 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
829500,SCD,MEFENAMIC ACID 250 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
829502,SBD,MEFENAMIC ACID 250 MG ORAL CAPSULE [PONSTEL],PONSTEL,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
597406,SCD,MELOXICAM 1.5 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
603844,SBD,MELOXICAM 1.5 MG/ML ORAL SUSPENSION [MOBIC],MOBIC,ORAL SUSPENSION,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
1722359,SBD,MELOXICAM 10 MG ORAL CAPSULE [VIVLODEX],VIVLODEX,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
152695,SCD,MELOXICAM 15 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
152698,SBD,MELOXICAM 15 MG ORAL TABLET [MOBIC],MOBIC,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
1722355,SBD,MELOXICAM 5 MG ORAL CAPSULE [VIVLODEX],VIVLODEX,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
311486,SCD,MELOXICAM 7.5 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
152697,SBD,MELOXICAM 7.5 MG ORAL TABLET [MOBIC],MOBIC,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
311892,SCD,NABUMETONE 500 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
311893,SCD,NABUMETONE 750 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
311913,SCD,NAPROXEN 25 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
207093,SBD,NAPROXEN 25 MG/ML ORAL SUSPENSION [NAPROSYN],NAPROSYN,ORAL SUSPENSION,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
198013,SCD,NAPROXEN 250 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
105898,SBD,NAPROXEN 250 MG ORAL TABLET [NAPROSYN],NAPROSYN,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
603103,SCD,NAPROXEN 375 MG DELAYED RELEASE ORAL TABLET,,DELAYED RELEASE ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
608793,SBD,NAPROXEN 375 MG DELAYED RELEASE ORAL TABLET [NAPROSYN],NAPROSYN,DELAYED RELEASE ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
198012,SCD,NAPROXEN 375 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
105914,SBD,NAPROXEN 375 MG ORAL TABLET [NAPROSYN],NAPROSYN,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
311915,SCD,NAPROXEN 500 MG DELAYED RELEASE ORAL TABLET,,DELAYED RELEASE ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
835560,SBD,NAPROXEN 500 MG DELAYED RELEASE ORAL TABLET [NAPROSYN],NAPROSYN,DELAYED RELEASE ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
198014,SCD,NAPROXEN 500 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
105899,SBD,NAPROXEN 500 MG ORAL TABLET [NAPROSYN],NAPROSYN,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
199490,SCD,NAPROXEN 500 MG RECTAL SUPPOSITORY,,RECTAL SUPPOSITORY,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
849752,SBD,NAPROXEN SODIUM 220 MG ORAL TABLET [MIDOL EXTENDED RELIEF],MIDOL EXTENDED RELIEF,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
849737,SBD,NAPROXEN SODIUM 220 MG ORAL TABLET [WAL-PROXEN],WAL-PROXEN,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
849398,SCD,NAPROXEN SODIUM 275 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
849400,SBD,NAPROXEN SODIUM 275 MG ORAL TABLET [ANAPROX],ANAPROX,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
849431,SCD,NAPROXEN SODIUM 550 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
849438,SBD,NAPROXEN SODIUM 550 MG ORAL TABLET [ANAPROX],ANAPROX,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
312132,SCD,OXAPROZIN 600 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
207243,SBD,OXAPROZIN 600 MG ORAL TABLET [DAYPRO],DAYPRO,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
198107,SCD,PIROXICAM 10 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
105929,SBD,PIROXICAM 10 MG ORAL CAPSULE [FELDENE],FELDENE,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
199559,SCD,PIROXICAM 10 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
247066,SCD,PIROXICAM 10 MG RECTAL SUPPOSITORY,,RECTAL SUPPOSITORY,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
198108,SCD,PIROXICAM 20 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
105930,SBD,PIROXICAM 20 MG ORAL CAPSULE [FELDENE],FELDENE,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
199560,SCD,PIROXICAM 20 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
105942,SCD,PIROXICAM 20 MG RECTAL SUPPOSITORY,,RECTAL SUPPOSITORY,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
199279,SCD,SULINDAC 100 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
198238,SCD,SULINDAC 150 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
198239,SCD,SULINDAC 200 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
198295,SCD,TOLMETIN 200 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
198296,SCD,TOLMETIN 400 MG ORAL CAPSULE,,ORAL CAPSULE,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
198297,SCD,TOLMETIN 600 MG ORAL TABLET,,ORAL TABLET,Analgesics,Nonsteroidal Anti-inflammatory Drugs,
1996189,SBD,0.5 ML BUPRENORPHINE 200 MG/ML PREFILLED SYRINGE [SUBLOCADE],SUBLOCADE,PREFILLED SYRINGE,Analgesics,"Opioid Analgesics, Long-acting",
1433251,SCD,0.5 ML HYDROMORPHONE HYDROCHLORIDE 1 MG/ML PREFILLED SYRINGE,,PREFILLED SYRINGE,Analgesics,"Opioid Analgesics, Long-acting",
894911,SCD,0.7 ML MORPHINE SULFATE 14.3 MG/ML AUTO-INJECTOR,,AUTO-INJECTOR,Analgesics,"Opioid Analgesics, Long-acting",
1655032,SCD,1 ML BUPRENORPHINE 0.3 MG/ML CARTRIDGE,,CARTRIDGE,Analgesics,"Opioid Analgesics, Long-acting",
238129,SCD,1 ML BUPRENORPHINE 0.3 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
205533,SBD,1 ML BUPRENORPHINE 0.3 MG/ML INJECTION [BUPRENEX],BUPRENEX,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1731995,SCD,1 ML MORPHINE SULFATE 10 MG/ML CARTRIDGE,,CARTRIDGE,Analgesics,"Opioid Analgesics, Long-acting",
1731993,SCD,1 ML MORPHINE SULFATE 10 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
894912,SCD,1 ML MORPHINE SULFATE 10 MG/ML PREFILLED SYRINGE,,PREFILLED SYRINGE,Analgesics,"Opioid Analgesics, Long-acting",
1733080,SCD,1 ML MORPHINE SULFATE 15 MG/ML CARTRIDGE,,CARTRIDGE,Analgesics,"Opioid Analgesics, Long-acting",
1731530,SCD,1 ML MORPHINE SULFATE 15 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1232113,SCD,1 ML MORPHINE SULFATE 15 MG/ML PREFILLED SYRINGE,,PREFILLED SYRINGE,Analgesics,"Opioid Analgesics, Long-acting",
1729197,SCD,1 ML MORPHINE SULFATE 2 MG/ML CARTRIDGE,,CARTRIDGE,Analgesics,"Opioid Analgesics, Long-acting",
998212,SCD,1 ML MORPHINE SULFATE 2 MG/ML PREFILLED SYRINGE,,PREFILLED SYRINGE,Analgesics,"Opioid Analgesics, Long-acting",
1732014,SCD,1 ML MORPHINE SULFATE 4 MG/ML CARTRIDGE,,CARTRIDGE,Analgesics,"Opioid Analgesics, Long-acting",
1732006,SCD,1 ML MORPHINE SULFATE 4 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
998213,SCD,1 ML MORPHINE SULFATE 4 MG/ML PREFILLED SYRINGE,,PREFILLED SYRINGE,Analgesics,"Opioid Analgesics, Long-acting",
1732136,SCD,1 ML MORPHINE SULFATE 5 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1442790,SCD,1 ML MORPHINE SULFATE 5 MG/ML PREFILLED SYRINGE,,PREFILLED SYRINGE,Analgesics,"Opioid Analgesics, Long-acting",
1732003,SCD,1 ML MORPHINE SULFATE 8 MG/ML CARTRIDGE,,CARTRIDGE,Analgesics,"Opioid Analgesics, Long-acting",
1732011,SCD,1 ML MORPHINE SULFATE 8 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
894914,SCD,1 ML MORPHINE SULFATE 8 MG/ML PREFILLED SYRINGE,,PREFILLED SYRINGE,Analgesics,"Opioid Analgesics, Long-acting",
977937,SBD,1 ML OXYMORPHONE HYDROCHLORIDE 1 MG/ML INJECTION [OPANA],OPANA,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1996193,SBD,1.5 ML BUPRENORPHINE 200 MG/ML PREFILLED SYRINGE [SUBLOCADE],SUBLOCADE,PREFILLED SYRINGE,Analgesics,"Opioid Analgesics, Long-acting",
1735006,SCD,10 ML FENTANYL 0.05 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1735065,SBD,10 ML FENTANYL 0.05 MG/ML INJECTION [SUBLIMAZE],SUBLIMAZE,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1728783,SCD,10 ML MORPHINE SULFATE 0.5 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1728784,SBD,10 ML MORPHINE SULFATE 0.5 MG/ML INJECTION [ASTRAMORPH],ASTRAMORPH,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
892473,SBD,10 ML MORPHINE SULFATE 0.5 MG/ML INJECTION [DURAMORPH],DURAMORPH,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1728800,SCD,10 ML MORPHINE SULFATE 1 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1728801,SBD,10 ML MORPHINE SULFATE 1 MG/ML INJECTION [ASTRAMORPH],ASTRAMORPH,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
892489,SBD,10 ML MORPHINE SULFATE 1 MG/ML INJECTION [DURAMORPH],DURAMORPH,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1731517,SCD,10 ML MORPHINE SULFATE 25 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
898612,SCD,12 HR HYDROMORPHONE HYDROCHLORIDE 3 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
891883,SCD,12 HR MORPHINE SULFATE 100 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
891878,SCD,12 HR MORPHINE SULFATE 15 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
894918,SCD,12 HR MORPHINE SULFATE 200 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
891885,SCD,12 HR MORPHINE SULFATE 30 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
891890,SCD,12 HR MORPHINE SULFATE 60 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
1049502,SCD,12 HR OXYCODONE HYDROCHLORIDE 10 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
1049543,SCD,12 HR OXYCODONE HYDROCHLORIDE 15 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
1049563,SCD,12 HR OXYCODONE HYDROCHLORIDE 20 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
1049574,SCD,12 HR OXYCODONE HYDROCHLORIDE 30 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
1049584,SCD,12 HR OXYCODONE HYDROCHLORIDE 40 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
1049593,SCD,12 HR OXYCODONE HYDROCHLORIDE 60 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
1049599,SCD,12 HR OXYCODONE HYDROCHLORIDE 80 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
977874,SCD,12 HR OXYMORPHONE HYDROCHLORIDE 10 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
977876,SBD,12 HR OXYMORPHONE HYDROCHLORIDE 10 MG EXTENDED RELEASE ORAL TABLET [OPANA],OPANA,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
977894,SCD,12 HR OXYMORPHONE HYDROCHLORIDE 15 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
904880,SCD,168 HR BUPRENORPHINE 0.005 MG/HR TRANSDERMAL SYSTEM,,TRANSDERMAL SYSTEM,Analgesics,"Opioid Analgesics, Long-acting",
904882,SBD,168 HR BUPRENORPHINE 0.005 MG/HR TRANSDERMAL SYSTEM [BUTRANS],BUTRANS,TRANSDERMAL SYSTEM,Analgesics,"Opioid Analgesics, Long-acting",
1542997,SCD,168 HR BUPRENORPHINE 0.0075 MG/HR TRANSDERMAL SYSTEM,,TRANSDERMAL SYSTEM,Analgesics,"Opioid Analgesics, Long-acting",
1542999,SBD,168 HR BUPRENORPHINE 0.0075 MG/HR TRANSDERMAL SYSTEM [BUTRANS],BUTRANS,TRANSDERMAL SYSTEM,Analgesics,"Opioid Analgesics, Long-acting",
904870,SCD,168 HR BUPRENORPHINE 0.01 MG/HR TRANSDERMAL SYSTEM,,TRANSDERMAL SYSTEM,Analgesics,"Opioid Analgesics, Long-acting",
904874,SBD,168 HR BUPRENORPHINE 0.01 MG/HR TRANSDERMAL SYSTEM [BUTRANS],BUTRANS,TRANSDERMAL SYSTEM,Analgesics,"Opioid Analgesics, Long-acting",
1432969,SCD,168 HR BUPRENORPHINE 0.015 MG/HR TRANSDERMAL SYSTEM,,TRANSDERMAL SYSTEM,Analgesics,"Opioid Analgesics, Long-acting",
1432971,SBD,168 HR BUPRENORPHINE 0.015 MG/HR TRANSDERMAL SYSTEM [BUTRANS],BUTRANS,TRANSDERMAL SYSTEM,Analgesics,"Opioid Analgesics, Long-acting",
904876,SCD,168 HR BUPRENORPHINE 0.02 MG/HR TRANSDERMAL SYSTEM,,TRANSDERMAL SYSTEM,Analgesics,"Opioid Analgesics, Long-acting",
904878,SBD,168 HR BUPRENORPHINE 0.02 MG/HR TRANSDERMAL SYSTEM [BUTRANS],BUTRANS,TRANSDERMAL SYSTEM,Analgesics,"Opioid Analgesics, Long-acting",
727759,SCD,2 ML FENTANYL 0.05 MG/ML CARTRIDGE,,CARTRIDGE,Analgesics,"Opioid Analgesics, Long-acting",
1735003,SCD,2 ML FENTANYL 0.05 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1735057,SBD,2 ML FENTANYL 0.05 MG/ML INJECTION [SUBLIMAZE],SUBLIMAZE,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1728792,SBD,2 ML MORPHINE SULFATE 0.5 MG/ML INJECTION [ASTRAMORPH],ASTRAMORPH,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1728806,SBD,2 ML MORPHINE SULFATE 1 MG/ML INJECTION [ASTRAMORPH],ASTRAMORPH,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1731999,SBD,20 ML MORPHINE SULFATE 10 MG/ML INJECTION [INFUMORPH],INFUMORPH,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
892652,SBD,20 ML MORPHINE SULFATE 25 MG/ML INJECTION [INFUMORPH],INFUMORPH,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
1731537,SCD,20 ML MORPHINE SULFATE 50 MG/ML INJECTION,,INJECTION,Analgesics,"Opioid Analgesics, Long-acting",
902729,SCD,24 HR HYDROMORPHONE HYDROCHLORIDE 12 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
902733,SBD,24 HR HYDROMORPHONE HYDROCHLORIDE 12 MG EXTENDED RELEASE ORAL TABLET [EXALGO],EXALGO,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
902736,SCD,24 HR HYDROMORPHONE HYDROCHLORIDE 16 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
902738,SBD,24 HR HYDROMORPHONE HYDROCHLORIDE 16 MG EXTENDED RELEASE ORAL TABLET [EXALGO],EXALGO,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
1306898,SCD,24 HR HYDROMORPHONE HYDROCHLORIDE 32 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
1306900,SBD,24 HR HYDROMORPHONE HYDROCHLORIDE 32 MG EXTENDED RELEASE ORAL TABLET [EXALGO],EXALGO,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
902741,SCD,24 HR HYDROMORPHONE HYDROCHLORIDE 8 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
902743,SBD,24 HR HYDROMORPHONE HYDROCHLORIDE 8 MG EXTENDED RELEASE ORAL TABLET [EXALGO],EXALGO,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
892297,SCD,24 HR MORPHINE SULFATE 120 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
892299,SBD,24 HR MORPHINE SULFATE 120 MG EXTENDED RELEASE ORAL CAPSULE [AVINZA],AVINZA,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
892342,SCD,24 HR MORPHINE SULFATE 30 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
892344,SBD,24 HR MORPHINE SULFATE 30 MG EXTENDED RELEASE ORAL CAPSULE [AVINZA],AVINZA,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
894942,SCD,24 HR MORPHINE SULFATE 45 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
1190284,SBD,24 HR MORPHINE SULFATE 45 MG EXTENDED RELEASE ORAL CAPSULE [AVINZA],AVINZA,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
892349,SCD,24 HR MORPHINE SULFATE 60 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
892351,SBD,24 HR MORPHINE SULFATE 60 MG EXTENDED RELEASE ORAL CAPSULE [AVINZA],AVINZA,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
894970,SCD,24 HR MORPHINE SULFATE 75 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
1086310,SBD,24 HR MORPHINE SULFATE 75 MG EXTENDED RELEASE ORAL CAPSULE [AVINZA],AVINZA,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
892355,SCD,24 HR MORPHINE SULFATE 90 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
892357,SBD,24 HR MORPHINE SULFATE 90 MG EXTENDED RELEASE ORAL CAPSULE [AVINZA],AVINZA,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
1148478,SCD,24 HR TRAMADOL HYDROCHLORIDE 100 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
1148482,SBD,24 HR TRAMADOL HYDROCHLORIDE 100 MG EXTENDED RELEASE ORAL CAPSULE [CONZIP],CONZIP,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
833709,SCD,24 HR TRAMADOL HYDROCHLORIDE 100 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Analgesics,"Opioid Analgesics, Long-acting",
1248115,SCD,24 HR TRAMADOL HYDROCHLORIDE 150 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
1148485,SCD,24 HR TRAMADOL HYDROCHLORIDE 200 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
1148487,SBD,24 HR TRAMADOL HYDROCHLORIDE 200 MG EXTENDED RELEASE ORAL CAPSULE [CONZIP],CONZIP,EXTENDED RELEASE ORAL CAPSULE,Analgesics,"Opioid Analgesics, Long-acting",
